STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1960,,3379322,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1961,,3403900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1962,,3502400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1963,,3625100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1964,,3728901,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1965,,3799600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1966,,3830300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1967,,3856400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1968,,3881800,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1969,,3923600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1970,,4017872,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1971,,4037800,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1972,,4133200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1973,,4236900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1974,,4344936,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1975,,4451630,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1976,,4556492,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1977,,4650399,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1978,,4740043,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1979,,4830752,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1980,,4920153,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1981,,5012212,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1982,,5093680,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1983,,5166059,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1984,,5225898,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1985,,5274970,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1986,,5326307,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1987,,5375199,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1988,,5421624,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1989,,5436054,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1990,,5512785,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1991,,5574478,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1992,,5640534,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1993,,5708120,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1994,,5761759,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1995,,5806083,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1996,,5850642,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1997,,5895509,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1998,,5940727,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,1999,,5942168,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2000,,5991898,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2001,,6136262,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2002,,6299897,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2003,,6430557,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2004,,6583965,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2005,,6737165,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2006,,6893535,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2007,,7046090,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2008,,7188667,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2009,,7318065,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2010,,7456168,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2011,,7551746,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2012,,7634697,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2013,,7700518,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2014,,7770289,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2015,,7822903,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2016,,7873468,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2017,,7913774,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2018,,7952042,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2019,,7991904,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y_GE50,50 years or over,H,Historical,2022,,7987558,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1960,,93954,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1961,,95830,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1962,,98927,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1963,,103257,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1964,,107836,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1965,,114200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1966,,122000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1967,,127100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1968,,151300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1969,,154500,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1970,,155448,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1971,,159074,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1972,,158200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1973,,162600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1974,,170059,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1975,,180482,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1976,,190500,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1977,,203924,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1978,,215357,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1979,,222434,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1980,,234299,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1981,,249938,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1982,,264451,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1983,,278878,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1984,,292052,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1985,,300293,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1986,,306906,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1987,,315988,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1988,,325710,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1989,,326840,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1990,,319382,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1991,,316543,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1992,,315384,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1993,,314628,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1994,,311766,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1995,,308295,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1996,,304812,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1997,,301037,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1998,,297807,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,1999,,279255,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2000,,275608,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2001,,303085,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2002,,340209,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2003,,386098,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2004,,423801,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2005,,453587,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2006,,480527,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2007,,497222,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2008,,508415,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,F,Female,Y80T84,From 80 to 84 years,H,Historical,2009,,521259,,A,Normal value,0,Units,0,Zero
